Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
189,nav2,1768528730558501816,1768528730691885245,1768528730691936892,1768528730697806576,133.3834,0.0516,5.8697,139.3048,0.200000,0.000000
190,nav2,1768528730589612921,1768528730758850468,1768528730758904690,1768528730767861568,169.2375,0.0542,8.9569,178.2486,0.200000,0.000000
191,nav2,1768528730640775429,1768528730819228103,1768528730819258159,1768528730824135908,178.4527,0.0301,4.8777,183.3605,0.200000,0.000000
192,nav2,1768528730693794456,1768528730937330354,1768528730937384927,1768528730943959175,243.5359,0.0546,6.5742,250.1647,0.200000,0.000000
193,nav2,1768528730755416285,1768528730992810057,1768528730994687879,1768528731033729311,237.3938,1.8778,39.0414,278.3130,0.200000,0.000000
194,nav2,1768528730797426278,1768528731028181481,1768528731028215425,1768528731034348878,230.7552,0.0339,6.1335,236.9226,0.200000,0.000000
195,nav2,1768528730892725130,1768528731093821768,1768528731093876620,1768528731101587702,201.0966,0.0549,7.7111,208.8626,0.200000,0.000000
196,nav2,1768528730944764333,1768528731152349860,1768528731152414637,1768528731179951421,207.5855,0.0648,27.5368,235.1871,0.200000,0.000000
197,nav2,1768528730988193962,1768528731178948950,1768528731178999117,1768528731183724000,190.7550,0.0502,4.7249,195.5300,0.200000,0.000000
198,nav2,1768528731040091219,1768528731241741552,1768528731242458769,1768528731245944978,201.6503,0.7172,3.4862,205.8538,0.200000,0.000000
